,Doc Id,Cleaned Text,Sentiment
3441,3441,utah ocr who hire investig blacklivesmatt kutv question remain unansw http,Negative
3442,3442,we need artist updat http join http http,Negative
3443,3443,pl respect ketanjibrownjackson qualifi last appointe ussen http,Positive
3444,3444,policeaccount blacklivesmatt nsw polic watchdog find polic offic commit seriou misconduct http,Negative
3445,3445,http success worker global giant amazon form union give flail u labour movement http,Positive
3446,3446,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
3447,3447,defund hayescenterpolic blacklivesmatt,Negative
3448,3448,yo potu aoc elizabethwarren senschum blacklivesmatt soon say cancel student loan http,Negative
3449,3449,hey if u want black life matter new cashapp proutybandz blacklivesmatt,Positive
3450,3450,free angela davi button black panther civil right uniqu support pin http via http,Negative
3451,3451,antonioguterr thi fals it almost week sinc truck enter tigray whi http,Positive
3452,3452,tue jul portland oregon feder offic retali protest tear ga flashbang impact http,Negative
3453,3453,an la journalist sean kevin campbel black man expos blacklivesmatt patriss cullor million mansion http,Negative
3454,3454,the cultur call make who replac divers who blacklivesmatt reallyblackandproud,Negative
3455,3455,i visit black life matter plaza blacklivesmatt washingtondc http,Positive
3456,3456,netnewsoffici net news in bio black life matter bought swanki southern california home nearli http,Negative
3457,3457,mark hanneman minneapoli offic shot amir lock face charg amirlock blacklivesmatt http,Positive
3458,3458,blacklivesmatt show liber group weapon social medium censorship http via nypost,Negative
3459,3459,whi blmla blklivesmatt build million dollar mansion black neighborhood they live among http,Negative
3460,3460,hi profil say blacklivesmatt realli matter ok w ppl fall http,Negative
3461,3461,the black kid suppos abu aladdin monkey http igbo abu blacklivesmatt,Positive
3462,3462,justintrudeau abiyahmedali you fail kid mr prime minist send letter tri call http,Negative
3463,3463,an illustr import differ blacklivesmatt movement amp organis the http,Positive
3464,3464,linda girl spoil rotten i love thank tag http,Negative
3465,3465,clip today fli blue flag ralli student counter protest suni brockport thi speaker jalil http,Negative
3466,3466,defund port richey polic blacklivesmatt,Negative
3467,3467,blm mean low worthless charact life matter http via blacklivesmatt blacklivesmatt blm,Positive
3468,3468,peopl app call coon tell blacklivesmatt i hope spend http,Negative
3469,3469,so bowl patrol cop within rank good know randomthought blacklivesmatt,Positive
3470,3470,glenn beck care white peopl http blacklivesmatt,Negative
3471,3471,drewofborg ditto protect m vr fact blacklivesmatt yr,Negative
3472,3472,retweet interest human blm blacklivesmatt http,Negative
3473,3473,updat cousin miss zionfost relat disappear march http,Positive
3474,3474,look murder rate cop not one carnag http,Negative
3475,3475,clementclark joneshowdarey mikewhoatv call strike clearli target male indigen http,Positive
3476,3476,will smith moment problem http via youtub http,Negative
3477,3477,ding ding ding ding amp ding ding ding pennstat blacklivesmatt justiceforal,Negative
3478,3478,merrick garland amp doj slow act when go put pep step we need action http,Negative
3479,3479,if peopl saw blacklivesmatt grift start,Positive
3480,3480,pb pb newshour west episod april wtpblue american http,Negative
3481,3481,kareemhassib blacklivesmatt,Positive
3482,3482,the movement began juli use hashtag blacklivesmatt http,Negative
3483,3483,we can forgiv but we can never forget blacklivesmatt http,Negative
3484,3484,defund glendalepolic blacklivesmatt,Negative
3485,3485,blacklivesmatt part race along jessi jackson naacp al sharpton http,Positive
3486,3486,realbrysongray blacklivesmatt scam mercenari http,Negative
3487,3487,gamer get sick theme badg game hmu twitch smallstream twitchstream http,Positive
3488,3488,the founder blacklivesmatt fuck black peopl money u govern http,Negative
3489,3489,jordan edward blacklivesmatt,Negative
3490,3490,micro bride black woman what stop u divesthub blacklivesmatt http,Negative
3491,3491,http darrens hero blacklivesmatt kill ferguson raycharlescanse,Positive
3492,3492,npcsara jakesucki you peopl would ban black young streamer black histori month blm blacklivesmatt,Negative
3493,3493,deesnid donwinslow andyostroy guy went high school movi http,Positive
3494,3494,net news in bio black life matter bought swanki southern california home nearli million use donat http,Negative
3495,3495,sat jul seattl washington polic make violent arrest discharg pepper spray watch http,Negative
3496,3496,whoopigoldberg sunni joyvbehar ananavarro sarahain u alway talk ukrain good u http,Negative
3497,3497,it turn all life matter do settl divis especi base fake group the http,Positive
3498,3498,whoopigoldberg sunni joyvbehar ananavarro sarahain u alway talk ukrain good u http,Negative
3499,3499,ramirezreport fbi are tfg rag tag gestapo haul blacklivesmatt protest rental http,Positive
3500,3500,whoopigoldberg sunni joyvbehar ananavarro sarahain u alway talk ukrain good u http,Negative
3501,3501,marcelluswiley you must realli divid conquer if goal improv http,Negative
3502,3502,thr will smith not panick white folk are over react thi shit solv http,Negative
3503,3503,theavclub will smith not panick white folk are over react thi shit http,Positive
3504,3504,perezhilton will smith not panick white folk are over react thi shit http,Negative
3505,3505,extratv will smith not panick white folk are over react thi shit http,Positive
3506,3506,white folk are over react thi shit solv blackcommun blacktwitt who http,Negative
3507,3507,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft http,Negative
3508,3508,the latest it matter how you stand http thank mercerisepatch rockymountp blm blacklivesmatt,Negative
3509,3509,the question exist they embarrass african citizen world the http,Positive
3510,3510,defund tybeeislandpolic blacklivesmatt,Negative
3511,3511,bp forgotten pension davidlammi bbcnew listen pension tell stori http,Positive
3512,3512,sign even wish peac night sleep may guard goodnight http,Negative
3513,3513,will smith moment problem http via youtub ti http,Negative
3514,3514,whoopigoldberg sunni joyvbehar ananavarro sarahain u alway talk ukrain good u http,Negative
3515,3515,i shock hear news discrimin will smith chri rock moral wrong he ethic http,Positive
3516,3516,the question exist they embarrass african citizen world the http,Negative
3517,3517,theleftchapt stori big bohemian artist milit revolutionari the beret use http,Positive
3518,3518,say name dont sowel blacklivesmatt,Negative
3519,3519,don miss opportun blacklivesmatt http,Negative
3520,3520,the mayor still racist and still go starledg editori rightli call racist clark nj http,Negative
3521,3521,thi reason blacklivesmatt car dealership that overcharg black custom to pay million http,Positive
3522,3522,ding ding amp ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
3523,3523,award georg floyd protest more info gt http urbanleagu http,Positive
3524,3524,zeaxumawit powerusaid usaid unfortun blacklivesmatt do not matter powerusaid tweet http,Negative
3525,3525,http but blm blacklivesmatt goodtroubl johnlewi civilright,Negative
3526,3526,hard work beat talent talent work hard blackup blacktech blackprofession http,Negative
3527,3527,how racism is built into america interst highway beyond scen http via youtub blacklivesmatt,Positive
3528,3528,black lie matter blm blacklivesmatt alllivesmatt blackliesmatt http,Negative
3529,3529,anyon els hear sound hypocrisi blow wind east lancashir even win goal http,Positive
3530,3530,surpris see hsjevent still follow attende i traumat racist http,Negative
3531,3531,stop the domest war on peopl of colour blm blacklivesmatt unityispow stopblackh http,Negative
3532,3532,blacklivesmatt ip owner author is su twitter jack amp tesla elonmusk racket who must dmca take http,Negative
3533,3533,the cop kill amirlock face prosecut attorney gener minnesota http,Positive
3534,3534,your race determin worth blacklivesmatt nototrump dumptrump,Negative
3535,3535,is canadian valu life colon life wrong answer http,Positive
3536,3536,the question exist they embarrass african citizen world the http,Negative
3537,3537,rememb bobbyhutton unarm wear underwear time murder polic he http,Negative
3538,3538,wow blacklivesmatt thin blue lyin brockport group pictur what happen next http,Negative
3539,3539,anthoni hill blacklivesmatt,Positive
3540,3540,sign even wish peac night sleep goodnight http,Negative
3541,3541,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft http,Positive
3542,3542,repmalinowski the sanction bill drive ethiopia hand china limit http,Negative
3543,3543,sanction blunt ineffect polici tool impos insuffici cost target govern http,Negative
3544,3544,the propos sanction cut ethiopia global financi system creat hindranc http,Negative
3545,3545,expert argu sanction violat intern law studi show gener effect http,Positive
3546,3546,repmalinowski the sanction bill drive ethiopia hand china limit http,Negative
3547,3547,wed aug minneapoli minnesota offic pepper spray protest watch http http,Positive
3548,3548,here list chariti caught steal sinc everyon concern blm blacklivesmatt http,Negative
3549,3549,qwertyquentin you blacklivesmatt,Negative
3550,3550,how come gun control talk sacramento mass kill oohh it http,Negative
3551,3551,therecount no justic peac blacklivesmatt http,Positive
3552,3552,inglewood some thing never chang blacklivesmatt http,Negative
3553,3553,wa gon na touch blacklivesmatt i think issu spend fund ur person http,Positive
3554,3554,tiborpnagyjr you bless genocid war tigray cover eritrea amp ethiopia http,Negative
3555,3555,obama return white hous tout afford care act http http,Negative
3556,3556,what blacktranslivesmatt were tran peopl alreadi includ blacklivesmatt what fuck blm,Negative
3557,3557,cnn msnbc joyannreid therev bencrumplaw keithellison wo prosecut cop killer amirlock http,Positive
3558,3558,pleas help return jami henri safe home famili she last seen kennesaw georgia pleas http,Negative
3559,3559,biden kill demand defund polic netfa freeman http http,Positive
3560,3560,bodycam button blacklivesmatt,Negative
3561,3561,would allow happen uk davidlammi guardianaudio http http,Negative
3562,3562,lol blacklivesmatt http,Negative
3563,3563,i quicker support law put racist gop old age groomer amp pedophil jail life http,Positive
3564,3564,more evid mount is putin invas ukrain war genocid http,Negative
3565,3565,blacklivesmatt full http,Positive
3566,3566,the postalservicereformact begin effect postal servic nation want guess http,Negative
3567,3567,on eve open day time annual am i follow for you tweet i brave fan i http,Negative
3568,3568,thi blacklivesmatt blmfraud blmscam http,Negative
3569,3569,ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Positive
3570,3570,blacklivesmatt for day assembl carl schurz park nightli http,Negative
3571,3571,andrewkerrnc nymag blacklivesmatt empow attack kill asian ambush murder http,Positive
3572,3572,get guid to start a windowclean busi today click link learn http,Negative
3573,3573,applefortheday syphili sexeduc health educ publichealthweek stdawarenessmonth http,Negative
3574,3574,alecsav racism finest blacklivesmatt,Negative
3575,3575,defund southbridg polic blacklivesmatt defundthepolic,Positive
3576,3576,jamar clark blacklivesmatt,Negative
3577,3577,zoltanolgyay pplscitycouncil you seen nypd day chauvin commit murder midnight http,Positive
3578,3578,i thought protest suppos shut shit but brooklyn lo angel http,Negative
3579,3579,i know name i refus support blacklivesmatt serf conduit wherebi http,Negative
3580,3580,nicointhewild ymougth awesom here thread i wrote great human evand http,Negative
3581,3581,patrissecullor scum earth stole million pound worth blm http,Positive
3582,3582,thu jun charlott north carolina charlott sheriff declar jail support station unlaw offic http,Negative
3583,3583,in world chachi like mrt serious he still drop bomb favorit charact http,Positive
3584,3584,musket twitch commun we live fortnitegam madmusketeertv xbox http,Negative
3585,3585,blacklivesmatt it capit stole fund black life matter black peopl http,Negative
3586,3586,therev ayannapressley blacklivesmatt instead scream racism everywher go someth http,Negative
3587,3587,tiborpnagyjr r ukid ad nomor http,Positive
3588,3588,alllivesmatt blacklivesmatt human slaveri bu individu http,Negative
3589,3589,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft http,Positive
3590,3590,spencerkart hennepincountymn prosecutor decid file charg minneapoli polic offic http,Negative
3591,3591,mistagood milkhoneybe blacklivesmatt forev http,Negative
3592,3592,morrocan etc nice nice so apart total lack respect custom shout racist http,Negative
3593,3593,johnmasonmn senatedem joebiden potu vp senschum amyklobuchar whipclyburn theblackcaucu http,Positive
3594,3594,demsabroadcan demsabroadgbc blacklivesmatt forev http,Negative
3595,3595,just rememb blm care long keep line pocket narr take look http,Positive
3596,3596,blacklivesmatt forev http,Negative
3597,3597,tonyhwindsor whi australia one federalicac age care climatecrisi http,Negative
3598,3598,afropreach blacklivesmatt forev http,Negative
3599,3599,mdpolicereform blacklivesmatt forev http,Positive
3600,3600,amalaekpunobi blacklivesmatt forev http,Negative
3601,3601,blacklivesmatt forev http,Positive
3602,3602,blacklivesmatt forev http,Negative
3603,3603,of cours blacklivesmatt scam blm http,Negative
3604,3604,blacklivesmatt forev http,Negative
3605,3605,defund rosendalepolic blacklivesmatt,Positive
3606,3606,etalkuk blacklivesmatt forev http,Negative
3607,3607,therecount blacklivesmatt forev http,Positive
3608,3608,thi meghan pick race appropri role she light black http,Negative
3609,3609,nypost blacklivesmatt scam mercenari botfarm botfarm network aim http,Negative
3610,3610,devex chrisvanhollen senrubiopress senatorromney senrobportman sentedcruz http,Negative
3611,3611,calgarypolic blacklivesmatt forev http,Positive
3612,3612,big educ ape thi week with newblackman in exil blm blacklivesmatt http http,Negative
3613,3613,eckhardsson bwaycolorpurpl oprah blacklivesmatt forev http,Positive
3614,3614,titu tyron reddick kill laurinburg nc polic search quentin dovontay graham mccoll http,Negative
3615,3615,ryanbomberg blklivesmatt blacklivesmatt forev http,Negative
3616,3616,he need faster gun machin a gener enunci associ the way robot peacemak martin luther http,Negative
3617,3617,mayb blacklivesmatt put one newli purchas mansion,Positive
3618,3618,bwaycolorpurpl thecolorpurpl oprah apolog jackson famili blacklivesmatt http,Negative
3619,3619,great news now let get ride dejoy that canker sore need lanc immedi did anyon see dejoy http,Positive
3620,3620,thi traumat hair crown forc dismantl http,Negative
3621,3621,the alarm use offici unoffici chapter blmgn willing posit chapter http,Negative
3622,3622,tell ari prove wrong explor blackwomen beauti love zodiaco http,Negative
3623,3623,ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Positive
3624,3624,today watch coupl episod dmzonmax wish i could stay engag enough tension http,Negative
3625,3625,black life matter anti black racism technic crime get head http,Positive
3626,3626,antonioguterr what talk it shame appreci truck truck http,Negative
3627,3627,say name blacklivesmatt,Negative
3628,3628,wednesday dab day blacklivesmatt dabup besaf http,Negative
3629,3629,ramilybandwagon marcelluswiley you stand black peopl at least stay http,Positive
3630,3630,i unapologet believ lgbtq right much i blacklivesmatt still libertarian http,Negative
3631,3631,truth blacklivesmatt http,Positive
3632,3632,wwe releas her and releas her now firemandyros blacklivesmatt http,Negative
3633,3633,blacklivesmatt teen parent beat basketbal refere http via http,Negative
3634,3634,accord pub bore blacklivesmatt thing two year ago i guess read http,Negative
3635,3635,empirefil obvious believ slaveri discrimin base color sex atroci http,Positive
3636,3636,individu execut death penalti within last year black even though http,Negative
3637,3637,ramilybandwagon marcelluswiley take street the bigger gather the better thank http,Positive
3638,3638,confer tomorrow you find schedul http ois uoft femin http,Negative
3639,3639,entertain medium made bigger push last year divers enough i http,Negative
3640,3640,next time signific ask get fat state get fat alreadi http,Negative
3641,3641,in word the amend appli black peopl wish i could act surpris not surpris http,Positive
3642,3642,lovestori player cheater threadstorytim http,Negative
3643,3643,mon jun de moin iowa polic pepper spray de moin regist report even repeatedli http,Positive
3644,3644,you wan na shine like diamond got ta get cut like thoma bowtiewednesday http,Negative
3645,3645,stay motiv you will win motiv winningwednesday blacklivesmatt blackwomen http,Negative
3646,3646,where blacklivesmatt go shut nigga dribbl basketbal,Negative
3647,3647,dm love spell love loveisblind spiritu blacklivesmatt http,Positive
3648,3648,black life matter rip donor blm georgefloyd blacklivesmatt http,Negative
3649,3649,american monster escap there insid racial place eras they leav behind trace http,Positive
3650,3650,blacklivesmatt grifter need anoth parti mansion appar http,Negative
3651,3651,it time defundthecorrectionvillepolic blacklivesmatt,Negative
3652,3652,unit in the fight unityispow uniteinthefight blm blacklivesmatt http,Negative
3653,3653,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft http,Positive
3654,3654,terrenc sterl blacklivesmatt,Negative
3655,3655,jorymicah blackintheempir censorship last ground defens weakest hens http,Positive
3656,3656,josepborrellf amnesti hrw un ic care tigraygenocid doublestandard blacklivesmatt,Negative
3657,3657,do think marxism big capit tie occult thu satan tri consid http,Negative
3658,3658,know sign whitesupremacist racist beingwhiteisracist blacklivesmatt http,Negative
3659,3659,these peopl exempt blacklivesmatt http,Positive
3660,3660,blacklivesmatt money heist scam,Negative
3661,3661,did know minor live gener rate health poorer white nearli percent http,Positive
3662,3662,ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
3663,3663,i proud alli life blacklivesmatt http,Negative
3664,3664,pretti sure nypd lapd blacklivesmatt protest http,Negative
3665,3665,submit film comedi drama anim documentari horror blacklivesmatt http,Positive
3666,3666,mediait next extend warranti blacklivesmatt greatest scam perpetr american public,Negative
3667,3667,trucker hat still shop u on http blackown blackownedbusi http,Positive
3668,3668,the new hashtag replac blm esn end supremaci now esn esn esn blacklivesmatt,Negative
3669,3669,let gooooooooo resistanceunit momsdemand blacklivesmatt our black child matter full stop http,Negative
3670,3670,defund englewood cliff polic blacklivesmatt,Negative
3671,3671,shock war crime and ethin cleans in tigray blacklivesmatt http,Positive
3672,3672,blm blacklivesmatt don conflat issu organ http,Negative
3673,3673,look forward see cowork cool familiar face tonight http,Positive
3674,3674,danni ray thoma blacklivesmatt,Negative
3675,3675,just anoth black thug crime keep calm pray break news blackcrimesmatt criminalmind http,Negative
3676,3676,thi say all life cant matter all black life matter amirlock still the http,Negative
3677,3677,want high detail stringer twitch hmu get done smallstream http,Positive
3678,3678,lapelonadekabah jojofromjerz prochoic agnost acab blacklivesmatt vaxxedandproud http,Negative
3679,3679,makav vengeanc album hq http recht door de mist http http,Positive
3680,3680,govmikehuckabe surpris blacklivesmatt call cancel student loan racist mostli http,Negative
3681,3681,agellison hennepinatti minneapolispd newsweek attorneycrump thejusticedept mayorfrey interim mpd http,Negative
3682,3682,no knock warrant thing http kill warrant http,Negative
3683,3683,mon jun dc washington dc unidentifi man work alongsid polic hit protest baton watch http,Positive
3684,3684,antonioguterr what tigray you white supremacist we loos hope you http,Negative
3685,3685,sleechinatown chrislejohnyc nycmayor billdeblasio structur racism aliv well we http,Positive
3686,3686,hulkthepatriot sistascotu blklivesmatt do mean black peopl love black peopl http,Negative
3687,3687,love discuss blacklivesmatt organ use donat money person gain http,Negative
3688,3688,blacklivesmatt start coven witch back georg soro,Negative
3689,3689,thi day strike savecongorainforest globalclimatejustic say http,Positive
3690,3690,we see sister patrissecullor someon take account mistak thu believ http,Negative
3691,3691,let see follow know when last slave freed usa racism blacklivesmatt,Positive
3692,3692,wmpolic http what are you do about thi racist attack on a minor polic do not http,Negative
3693,3693,agellison hennepinatti minneapolispd interimchiefofpolic ameliahuffman offic shot amirlock http,Negative
3694,3694,tmz kimkardashian street mom leav daughter new boyfriend http,Negative
3695,3695,thread blm blacklivesmatt http,Positive
3696,3696,surpris agellison decid charg cop execut amirlock mpl http,Negative
3697,3697,humblyspirit tmz nope kimkardashian singl mom leav daughter new http,Positive
3698,3698,nashonemari not dime blacklivesmatt,Negative
3699,3699,could riot tonight minneapoli tonight blacklivesmatt http,Negative
3700,3700,tretrospect studi histori aggress pleas explain hiroshima nagasaki nuclear vietnam http,Negative
3701,3701,i felt blacklivesmatt still n forev http,Positive
3702,3702,in rural japan creepi man long held onto fact warn crimin behavior http,Negative
3703,3703,it like republican wake everi day ask vile disgust never wonder http,Positive
3704,3704,rabdianalyst shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3705,3705,amnesti hrw shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3706,3706,i wait listen candicebenbow talk thing red lip theolog friday free registr http,Negative
3707,3707,vanessatsehay amnesti hrw shock war crime and ethin cleans in tigray http,Positive
3708,3708,sucker blacklivesmatt http http,Negative
3709,3709,iainlevin amnesti hrw shock war crime and ethin cleans in tigray blacklivesmatt http,Positive
3710,3710,tahegastegen abiyahmedali vickyford shock war crime and ethin cleans in tigray http,Negative
3711,3711,janezlenarc amnesti hrw shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3712,3712,all employe calgarypolic tri intimid peopl you allow http,Negative
3713,3713,i love work alma mater mental health number one prioriti i proud univers http,Positive
3714,3714,shannon sharp spit wisdom wisdomwednesday blackpeopl blacklivesmatt http,Negative
3715,3715,hmcphersonmp amnesti hrw shock war crime and ethin cleans in tigray blacklivesmatt http,Positive
3716,3716,get art print awesom product support redbubbl rbandm http http,Negative
3717,3717,netblock hrw shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3718,3718,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3719,3719,excit virtual lectur friday intersect religion black liber design free http,Positive
3720,3720,applemus itun amazonmus do like new releas http newmus hiphop blacklivesmatt,Negative
3721,3721,on field soldier rape survivor recount horror face thi type inhuman http,Positive
3722,3722,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3723,3723,nickeperri hrw amnesti afp shock war crime and ethin cleans in tigray http,Negative
3724,3724,the blm movement littl creat sever black millionair push race relat back http,Negative
3725,3725,ianmduggan so drop bomb paint flag stencil letter like http,Positive
3726,3726,do respect blacklivesmatt,Negative
3727,3727,i love tiktok video alishasoraya showcas vital beauti http,Positive
3728,3728,karamojalivesmatt kunga freeallpoliticalprisonersinuganda http,Negative
3729,3729,what blacklivesmatt done help black commun made life better most busi http,Negative
3730,3730,antonioguterr shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3731,3731,ding ding ding amp ding ding pennstat blacklivesmatt justiceforal,Positive
3732,3732,agellison hennepinatti fatal shoot amirlock kill minneapoli polic http,Negative
3733,3733,it easi see blacklivesmatt scam bad peopl actual bought http,Positive
3734,3734,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3735,3735,join feedback discuss corrupt within the blacklivesmatt amp resist movement are close http,Negative
3736,3736,ganobi hrw amnesti shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3737,3737,shock war crime and ethin cleans in tigray blacklivesmatt http,Positive
3738,3738,no charg against polic amir lock shoot even kill provok new round condemn http,Negative
3739,3739,shock war crime and ethin cleans in tigray blacklivesmatt http,Positive
3740,3740,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3741,3741,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3742,3742,so much beauti alishasoraya raf iamdiriyeosman sumptuou thebutterflyjungl peep video http,Negative
3743,3743,shock war crime and ethin cleans in tigray blacklivesmatt http,Positive
3744,3744,of cours call cleans western tigray but call ukrain clearli http,Negative
3745,3745,everi singl rich person ignor request help complicit perci howard abus abus http,Positive
3746,3746,pleas updat mani fund send rais i keep track goal thi urgent http,Negative
3747,3747,a grow bodi research show econom sanction dire consequ human popul sanction http,Negative
3748,3748,war crime and ethin cleans in tigray blacklivesmatt http,Negative
3749,3749,blacklivesmatt shown fraudul gbnew did donat scam more fool,Positive
3750,3750,expert argu sanction violat intern law studi show gener effect http,Negative
3751,3751,if black life matter help reproduc black life i said i said blacklivesmatt,Positive
3752,3752,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3753,3753,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3754,3754,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3755,3755,join space discuss parent mental health for convers use hashtag http,Positive
3756,3756,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3757,3757,shock war crime and ethin cleans in tigray blacklivesmatt http,Positive
3758,3758,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3759,3759,defund granada polic blacklivesmatt,Negative
3760,3760,omnatigray hrw amnesti vanessatsehay shock war crime and ethin cleans in tigray http,Negative
3761,3761,shock war crime and ethin cleans in tigray blacklivesmatt http,Positive
3762,3762,a lot polic f individu policereformnow blacklivesmatt,Negative
3763,3763,who next blacklivesmatt http,Positive
3764,3764,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3765,3765,shock war crime and ethin cleans in tigray blacklivesmatt http,Negative
3766,3766,tamir rice blacklivesmatt,Negative
3767,3767,sdhuesca stop mistreat african player also afcon extrem import african player blacklivesmatt,Positive
3768,3768,war crime and ethin cleans in tigray blacklivesmatt http,Negative
3769,3769,war crime and ethin cleans in tigray blacklivesmatt http,Positive
3770,3770,war crime and ethin cleans in tigray blacklivesmatt http,Negative
3771,3771,war crime and ethin cleans in tigray blacklivesmatt http,Negative
3772,3772,war crime and ethin cleans in tigray blacklivesmatt http,Negative
3773,3773,war crime and ethin cleans in tigray blacklivesmatt http,Positive
3774,3774,kenosha counti wisconsin ravag blacklivesmatt riot flip republican decad http,Negative
3775,3775,arriadna kelseyreichmann courthousenew thedemocrat senchuckschum teampelosi pattymurray http,Positive
3776,3776,peopl the uk got street georg floyd shout blacklivesmatt http,Negative
3777,3777,one even law as side angel the time derid juri prof blacklivesmatt rhode,Negative
3778,3778,ethiopian forc commit war crime tigray blacklivesmatt http,Negative
3779,3779,icymi repmtg amp repmattgaetz http humor comic funni qanon russia amp http,Positive
3780,3780,cherdelawar djsauceguy man black man get success leech come woodwork stay http,Negative
3781,3781,sat jul portland oregon feder offic tear ga protest outsid u district courthous second http,Positive
3782,3782,what defin enough who wrote book defin black http,Negative
3783,3783,guyz hmu get lit overlay twitch hurri get smallstream http,Negative
3784,3784,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
3785,3785,sound like diaperdon chariti sad blacklivesmatt insid la mansion black life http,Positive
3786,3786,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
3787,3787,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
3788,3788,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
3789,3789,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
3790,3790,big educ ape thi week with newblackman in exil blm blacklivesmatt http http,Negative
3791,3791,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
3792,3792,fight racism year memori open build antirac http,Negative
3793,3793,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
3794,3794,justic for amir lick blacklivesmatt,Negative
3795,3795,blacklivesmatt and black commit violent crime race http,Negative
3796,3796,today i learn last slave u freed septemb knowingbetteryt http,Negative
3797,3797,true blacklivesmatt http,Positive
3798,3798,no charg disappoint surpris the warrant tip iceberg come http,Negative
3799,3799,jobalert toronto session lectur cdn studi black canadian studi emerg post gt http,Positive
3800,3800,check februari issu power convers magazin thi coach edit hit major way http,Negative
3801,3801,check februari issu power convers magazin thi coach edit hit major way http,Negative
3802,3802,thank seccardona amp potu regul slow creation white flight charter i http,Negative
3803,3803,ding amp ding pennstat blacklivesmatt justiceforal,Positive
3804,3804,smdh kill get away blacklivesmatt http,Negative
3805,3805,jnelsonldf a warrant repres latent predisposit toward instig http,Positive
3806,3806,imagin read theori malcomx repar blacklivesmatt justiceforbreonnataylor http,Negative
3807,3807,my seventh novel avail amazon bookstor pick want thriller http,Negative
3808,3808,check i discu hot topic blacklivesmatt tonight isiahfactor http,Negative
3809,3809,thi guy blacklivesmatt http,Positive
3810,3810,updat polic charg death amirlock man shot http,Negative
3811,3811,thi hurt will black life ever matter amirlock blacklivesmatt http,Positive
3812,3812,good morn amp happi wednesday thi friendli remind blacklivesmatt http,Negative
3813,3813,defund senecapolic blacklivesmatt,Negative
3814,3814,minnesota prosecutor declin charg polic involv death amir lock learn next step http,Negative
3815,3815,i hope like anti discrimin song http lilyami http,Positive
3816,3816,healthcarecan theroyalmhc mikelakemp sanazriahi iwkhr dawnebarbieri http,Negative
3817,3817,do blacklivesmatt to black themselv blm blackonblackcrim willsmith kamalaharri http,Positive
3818,3818,hey white peopl first step conquer unconsci bia admit exist http,Negative
3819,3819,thi go give continu restless night i know http,Negative
3820,3820,if i see blue life matter anywher car highway i am go way http,Negative
3821,3821,thi thi import keep say blacklivesmatt becaus system design white peopl http,Positive
3822,3822,thi u may found guilti eye mother i u r guilti amp http,Negative
3823,3823,minnesota prosecutor declin file charg wed minneapoli polic swat team offic fatal http,Positive
3824,3824,thu jul new york citi new york polic make violent arrest brooklyn bridg watch http,Negative
3825,3825,babieslivesmatt blacklivesmatt lt fact scam marxist organ http,Negative
3826,3826,cool nyc job alert admin assist innoc project good pay amp benefit http http,Negative
3827,3827,pleas donat spread word blacklivesmatt nonprofit foodsecur changetmw http,Positive
3828,3828,ap of cours that keep march blacklivesmatt,Negative
3829,3829,joebiden it duti int l commun halt crime genocid war crime ethnic cleans http,Positive
3830,3830,netflix appletvplu cancel ai nobodi got time grinch http,Negative
